CustomerID,Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Contract Length,Total Spend,Last Interaction,Churn
57745,27,Female,37,2,2,19,Standard,Annual,121,15,1
38580,63,Female,60,22,8,28,Standard,Monthly,431,26,1
22310,62,Female,3,11,6,27,Standard,Annual,821,23,0
55150,29,Female,55,17,3,26,Basic,Monthly,486,20,1
25238,50,Female,30,22,5,9,Basic,Annual,895,6,0
11053,64,Female,44,29,3,7,Basic,Quarterly,285,20,0
4694,25,Female,7,3,9,12,Premium,Quarterly,829,14,0
40342,34,Male,4,4,0,24,Premium,Quarterly,165,28,0
32630,25,Female,22,17,7,29,Basic,Annual,138,22,1
7692,53,Male,17,17,10,16,Premium,Annual,584,12,0
4566,58,Female,33,7,1,10,Premium,Quarterly,843,15,0
25572,46,Male,40,9,5,17,Standard,Quarterly,678,28,1
13393,54,Male,10,22,0,14,Basic,Monthly,424,25,0
39891,57,Female,8,11,10,24,Premium,Annual,785,26,0
57900,52,Male,25,22,6,24,Basic,Annual,183,22,1
50182,30,Male,60,2,9,29,Basic,Annual,815,6,1
62548,35,Female,14,9,10,22,Basic,Quarterly,295,24,1
47364,43,Female,57,1,9,27,Basic,Monthly,943,8,1
27155,55,Male,60,28,2,19,Premium,Quarterly,600,8,0
5805,43,Male,57,16,5,13,Standard,Monthly,108,17,0
51814,63,Female,59,19,2,24,Basic,Quarterly,281,19,1
4198,53,Male,49,11,1,14,Standard,Monthly,200,5,0
59105,58,Female,59,4,7,14,Basic,Quarterly,301,17,1
48503,21,Male,53,20,10,25,Premium,Annual,859,13,1
23651,28,Female,2,3,9,11,Basic,Monthly,320,7,1
58922,44,Female,11,5,0,22,Standard,Monthly,688,12,1
47846,18,Female,32,22,7,16,Standard,Annual,997,22,1
44342,48,Male,45,29,3,4,Standard,Quarterly,532,29,0
20835,25,Male,23,8,0,2,Standard,Quarterly,506,10,0
28147,19,Male,43,11,9,26,Standard,Quarterly,514,30,1
17591,55,Male,10,25,9,24,Standard,Annual,255,5,0
38977,56,Female,49,17,10,12,Standard,Annual,320,20,0
17643,21,Male,18,2,9,0,Standard,Quarterly,765,2,0
14307,62,Male,42,17,5,9,Standard,Monthly,684,10,0
27299,61,Female,19,10,1,30,Premium,Annual,930,30,0
23323,47,Male,20,12,8,6,Premium,Monthly,857,6,0
3158,28,Female,10,19,7,0,Premium,Annual,618,11,0
21128,40,Female,35,18,10,16,Premium,Monthly,754,18,1
23321,62,Female,28,18,6,30,Standard,Quarterly,846,3,1
58512,39,Female,24,12,9,26,Premium,Quarterly,997,6,1
5915,38,Male,27,19,7,24,Standard,Quarterly,705,14,1
52816,53,Male,57,4,8,25,Standard,Annual,126,12,1
39529,29,Male,58,29,7,17,Standard,Quarterly,428,20,1
47316,65,Female,18,3,6,4,Standard,Monthly,833,24,1
42055,46,Female,25,21,2,0,Standard,Annual,725,21,0
6718,22,Male,10,29,1,19,Standard,Quarterly,804,4,0
21960,55,Male,39,28,3,0,Basic,Annual,438,17,0
41969,35,Male,29,6,3,11,Basic,Annual,878,8,0
3072,37,Male,21,6,2,2,Basic,Quarterly,564,28,0
57198,60,Female,23,28,4,24,Basic,Monthly,526,13,1
9305,59,Male,60,25,2,26,Premium,Annual,381,29,0
23416,52,Female,36,2,6,14,Premium,Quarterly,918,22,1
33228,63,Female,58,19,8,29,Standard,Monthly,470,27,1
41775,59,Female,8,26,5,30,Standard,Monthly,972,22,1
12347,46,Male,35,5,9,1,Premium,Annual,558,21,0
22006,64,Female,59,27,4,1,Standard,Monthly,987,13,0
33868,22,Male,33,16,6,21,Basic,Monthly,512,28,1
37411,36,Male,14,11,10,29,Standard,Quarterly,721,25,0
7542,47,Female,44,24,3,9,Basic,Quarterly,841,30,0
428,42,Female,52,5,6,30,Standard,Quarterly,271,29,1
46550,63,Male,32,2,4,16,Standard,Monthly,669,7,1
55928,36,Female,51,8,7,30,Standard,Annual,871,23,1
8728,26,Female,59,24,8,26,Standard,Annual,875,23,1
38565,26,Male,33,29,7,21,Standard,Monthly,472,9,1
1170,28,Male,33,21,10,24,Standard,Quarterly,415,10,1
39622,49,Female,43,18,9,4,Standard,Quarterly,818,22,0
33282,53,Female,31,16,0,11,Basic,Quarterly,763,18,0
17838,40,Female,24,8,6,24,Standard,Annual,897,29,1
23672,49,Male,29,17,9,9,Premium,Quarterly,520,6,0
53384,19,Female,22,4,1,24,Premium,Quarterly,383,5,1
44339,41,Male,60,16,6,11,Basic,Quarterly,274,5,0
50119,42,Female,27,28,3,23,Basic,Monthly,561,19,1
34711,64,Male,4,17,5,13,Basic,Annual,790,15,0
41874,36,Male,53,14,0,25,Basic,Annual,718,22,0
62531,26,Female,50,16,9,30,Standard,Monthly,859,2,1
20166,43,Male,44,9,1,5,Premium,Monthly,471,2,0
33205,39,Male,13,30,1,1,Standard,Monthly,643,28,0
53957,49,Female,26,11,9,17,Standard,Annual,243,8,1
41350,53,Female,3,27,1,3,Premium,Monthly,503,17,0
27172,61,Female,8,24,2,7,Premium,Monthly,307,6,0
55358,58,Male,34,20,9,24,Basic,Quarterly,335,13,1
50908,56,Female,33,18,6,17,Standard,Monthly,467,17,1
11744,58,Male,42,10,6,7,Standard,Annual,948,4,0
60344,22,Female,10,8,3,22,Basic,Monthly,867,17,1
18317,27,Male,4,2,10,8,Standard,Annual,725,25,1
22147,41,Male,58,18,4,4,Standard,Quarterly,123,9,0
36686,30,Female,51,22,7,6,Basic,Annual,650,24,0
14395,37,Female,10,15,2,14,Standard,Annual,807,25,0
20722,32,Male,57,28,9,28,Standard,Quarterly,337,10,1
48280,19,Male,60,18,6,24,Premium,Monthly,668,15,1
25501,34,Female,58,16,5,6,Premium,Annual,546,5,0
39539,43,Female,7,5,4,0,Premium,Quarterly,203,8,0
14791,42,Female,29,13,10,4,Premium,Monthly,106,27,0
272,63,Female,56,28,1,17,Basic,Quarterly,821,7,0
28767,34,Female,11,2,4,24,Basic,Quarterly,708,21,0
23425,52,Male,13,29,3,30,Standard,Quarterly,743,29,0
24331,64,Female,20,5,9,28,Premium,Monthly,431,20,1
20312,44,Male,13,16,9,8,Standard,Annual,951,21,0
10763,59,Female,33,15,2,13,Standard,Annual,306,8,0
30346,64,Female,12,8,4,1,Basic,Monthly,209,9,0
50604,60,Female,42,13,3,27,Standard,Monthly,522,22,1
3574,25,Male,17,4,1,5,Standard,Annual,690,13,0
44160,22,Female,30,17,9,8,Premium,Monthly,899,17,0
51577,18,Female,57,21,10,21,Premium,Monthly,952,27,1
13115,20,Male,4,23,10,8,Premium,Quarterly,106,3,0
38558,41,Male,1,1,0,29,Premium,Monthly,491,10,0
46426,35,Male,60,19,5,18,Premium,Annual,866,16,1
26675,65,Male,24,8,6,13,Standard,Quarterly,723,12,0
48635,63,Female,27,22,8,30,Standard,Monthly,550,28,1
18187,41,Female,26,5,0,10,Basic,Annual,781,11,0
56974,57,Female,31,14,3,28,Basic,Annual,231,28,1
39611,62,Male,24,29,4,12,Standard,Monthly,221,11,0
61343,38,Female,24,13,1,26,Basic,Monthly,642,26,1
62807,32,Female,23,20,8,25,Premium,Monthly,413,23,1
59213,34,Male,4,2,6,11,Premium,Annual,742,2,1
13536,53,Male,9,21,10,17,Standard,Quarterly,727,10,0
23754,23,Female,36,27,2,17,Standard,Quarterly,996,14,0
20822,46,Male,26,14,9,1,Standard,Quarterly,157,8,0
57164,65,Female,20,25,6,29,Basic,Annual,342,21,1
33989,50,Female,32,20,6,7,Premium,Monthly,981,12,0
47101,56,Male,40,7,8,29,Premium,Quarterly,659,12,1
48669,63,Female,38,4,9,10,Premium,Monthly,189,9,1
40909,45,Female,40,28,4,10,Basic,Monthly,862,22,0
3049,56,Female,40,21,4,20,Premium,Annual,682,23,0
6,30,Male,41,14,10,10,Premium,Monthly,500,29,0
1923,63,Male,25,29,6,16,Premium,Annual,950,28,1
2714,63,Male,42,19,7,15,Basic,Quarterly,132,30,0
39731,48,Male,49,17,7,9,Basic,Monthly,252,17,0
52084,43,Male,38,30,9,26,Premium,Monthly,414,14,1
21961,25,Female,44,19,1,16,Basic,Monthly,376,7,0
13386,65,Female,5,20,1,6,Standard,Annual,156,5,0
60070,41,Female,52,10,8,23,Basic,Monthly,685,15,1
10133,37,Female,30,19,1,5,Premium,Monthly,751,27,0
59639,43,Female,24,26,7,27,Premium,Annual,169,24,1
5113,56,Male,28,6,7,21,Standard,Quarterly,206,18,1
36433,56,Female,27,18,3,25,Standard,Quarterly,629,4,0
2459,26,Female,15,13,4,22,Standard,Monthly,990,14,1
856,26,Male,30,30,9,22,Basic,Monthly,971,5,1
22912,35,Female,51,5,4,7,Standard,Quarterly,961,27,0
15552,43,Male,34,1,10,5,Standard,Quarterly,623,25,0
33896,20,Female,53,11,8,13,Basic,Monthly,131,30,0
14629,57,Female,1,10,2,27,Basic,Monthly,105,6,1
42820,27,Male,31,30,1,20,Standard,Quarterly,989,20,0
46708,32,Female,4,17,1,26,Standard,Quarterly,493,14,1
23264,40,Male,47,9,1,28,Standard,Quarterly,533,1,0
33388,39,Male,36,9,4,10,Basic,Quarterly,456,7,0
17936,52,Female,58,21,4,20,Basic,Monthly,127,30,0
1569,60,Female,16,25,10,29,Basic,Monthly,875,9,1
51921,47,Male,31,6,10,17,Premium,Annual,721,17,1
33679,49,Male,13,26,7,17,Standard,Quarterly,206,9,0
41180,42,Male,1,22,10,24,Standard,Annual,283,6,0
6215,18,Male,38,1,0,22,Standard,Quarterly,322,11,0
3920,19,Female,28,13,8,17,Premium,Quarterly,115,8,1
14431,25,Male,59,7,5,16,Basic,Monthly,927,26,1
3744,65,Female,24,26,10,1,Premium,Quarterly,534,4,0
39133,56,Female,51,2,3,25,Standard,Quarterly,445,14,1
48517,58,Male,53,12,6,25,Standard,Monthly,300,22,1
59184,38,Female,22,25,8,24,Standard,Annual,387,25,1
11980,55,Male,26,11,1,0,Standard,Monthly,814,24,0
63909,54,Male,12,4,6,18,Basic,Monthly,405,3,1
51084,42,Male,46,5,8,19,Basic,Annual,561,18,1
9908,28,Male,50,28,2,24,Standard,Monthly,150,5,0
64238,19,Female,49,22,7,24,Premium,Annual,904,30,1
42349,30,Male,38,3,4,20,Standard,Annual,699,4,0
24818,33,Male,4,23,6,0,Premium,Monthly,646,22,0
25081,21,Female,45,8,2,24,Basic,Quarterly,548,13,0
58056,23,Male,48,13,6,29,Basic,Quarterly,546,19,1
57623,19,Male,44,20,6,20,Premium,Annual,759,18,1
24284,54,Female,32,26,7,20,Basic,Quarterly,915,3,1
47559,52,Female,37,6,10,30,Basic,Quarterly,282,9,1
56586,29,Female,28,21,7,20,Standard,Annual,544,11,1
60414,22,Male,42,16,9,17,Standard,Quarterly,460,23,1
57711,57,Male,38,8,8,19,Basic,Quarterly,964,18,1
22320,32,Male,11,23,10,8,Premium,Quarterly,870,1,0
35023,53,Male,20,1,1,16,Standard,Annual,471,24,0
19962,42,Male,3,26,6,20,Standard,Annual,630,8,0
23642,37,Female,35,30,8,0,Basic,Quarterly,194,19,0
64003,65,Female,16,5,4,27,Basic,Quarterly,135,21,1
57364,59,Female,4,16,3,24,Basic,Annual,312,7,1
30394,29,Female,51,1,7,7,Premium,Quarterly,956,12,0
47509,56,Female,40,14,5,18,Basic,Quarterly,508,13,1
26240,47,Male,51,5,10,6,Premium,Annual,956,30,0
61617,60,Female,4,23,4,27,Standard,Monthly,455,14,1
9416,24,Female,14,17,10,23,Basic,Monthly,849,11,1
42121,36,Male,45,11,5,20,Premium,Monthly,432,19,1
22090,34,Female,43,4,8,28,Premium,Annual,165,19,1
28030,49,Male,46,30,8,23,Basic,Annual,608,26,1
36727,65,Female,58,9,0,5,Premium,Quarterly,257,6,0
